Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick,Moved_x,Moved_y
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,28.8,7,30,6,11,3,3,3,1,42:11,9,20,0.45,5,10,0.5,7,11,0.636,4,7,14.0,SAS,A,2023-11-05,22-096,TOR,W (+7),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,20.4,8,14,7,14,4,2,0,2,39:09,4,15,0.267,0,4,0.0,6,8,0.75,6,8,9.0,DAL,A,2023-11-08,22-099,TOR,W (+11),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,6.1,9,10,4,5,1,1,1,1,28:43,4,15,0.267,2,9,0.222,0,0,,1,4,-28.0,BOS,A,2023-11-11,22-102,TOR,L (-23),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,19.4,10,19,4,9,5,0,1,3,38:05,8,17,0.471,0,2,0.0,3,4,0.75,3,6,-3.0,WAS,H,2023-11-13,22-104,TOR,W (+4),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,26.5,11,29,7,9,1,0,3,2,31:23,11,19,0.579,3,3,1.0,4,5,0.8,5,4,-24.0,MIL,H,2023-11-15,22-106,TOR,L (-16),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,10.5,12,14,6,3,0,1,1,2,32:25,5,13,0.385,2,6,0.333,2,3,0.667,0,3,-3.0,BOS,H,2023-11-17,22-108,TOR,L (-3),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,17.9,13,17,9,7,0,0,3,1,25:14,7,11,0.636,3,4,0.75,0,0,,2,5,37.0,DET,H,2023-11-19,22-110,TOR,W (+29),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,10.7,14,14,4,8,3,0,5,1,30:00,5,11,0.455,1,4,0.25,3,4,0.75,0,8,-22.0,ORL,A,2023-11-21,22-112,TOR,L (-19),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,19.1,15,20,4,12,4,0,3,0,39:25,7,17,0.412,2,6,0.333,4,5,0.8,3,9,-10.0,IND,A,2023-11-22,22-113,TOR,W (+1),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,17.1,16,13,6,10,1,2,1,1,32:34,5,11,0.455,2,5,0.4,1,2,0.5,5,5,19.0,CHI,H,2023-11-24,22-115,TOR,W (+13),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,11.0,17,15,3,8,1,1,2,1,33:01,5,14,0.357,1,4,0.25,4,5,0.8,1,7,-20.0,CLE,A,2023-11-26,22-117,TOR,L (-3),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,14.8,18,17,6,11,3,0,1,4,36:19,5,19,0.263,3,7,0.429,4,5,0.8,4,7,-22.0,BRK,A,2023-11-28,22-119,TOR,L (-12),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,21.5,19,23,4,7,0,3,0,4,37:43,7,15,0.467,1,3,0.333,8,8,1.0,2,5,14.0,PHO,H,2023-11-29,22-120,TOR,W (+7),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,30.1,20,29,4,9,5,1,2,2,36:44,13,19,0.684,3,7,0.429,0,1,0.0,3,6,-7.0,NYK,H,2023-12-01,22-122,TOR,L (-13),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,7.0,21,12,5,11,0,1,3,2,33:30,5,17,0.294,2,7,0.286,0,0,,3,8,-25.0,MIA,H,2023-12-06,22-127,TOR,L (-9),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,30.5,22,31,10,10,2,1,5,1,36:02,12,18,0.667,3,6,0.5,4,8,0.5,4,6,1.0,CHO,A,2023-12-08,22-129,TOR,L (-3),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,21.2,23,20,5,6,2,0,1,1,37:58,7,13,0.538,3,8,0.375,3,3,1.0,4,2,-10.0,NYK,A,2023-12-11,22-132,TOR,L (-6),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,25.3,24,27,6,10,0,1,3,3,34:02,11,14,0.786,3,4,0.75,2,3,0.667,1,9,7.0,ATL,H,2023-12-13,22-134,TOR,W (+7),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,20.3,25,23,8,4,1,2,3,2,34:19,9,15,0.6,1,5,0.2,4,8,0.5,1,3,-19.0,ATL,H,2023-12-15,22-136,TOR,L (-21),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,22.9,26,22,7,17,0,3,5,3,38:37,7,14,0.5,1,2,0.5,7,7,1.0,5,12,22.0,CHO,H,2023-12-18,22-139,TOR,W (+15),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,25.0,27,30,5,10,0,1,2,0,33:04,13,22,0.591,1,5,0.2,3,4,0.75,1,9,-4.0,DEN,H,2023-12-20,22-141,TOR,L (-9),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,13.7,28,12,7,7,1,4,3,0,34:47,3,11,0.273,2,7,0.286,4,4,1.0,1,6,-1.0,PHI,A,2023-12-22,22-143,TOR,L (-10),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,26.1,29,32,7,14,0,1,4,4,37:51,12,23,0.522,4,8,0.5,4,4,1.0,3,11,-6.0,UTA,H,2023-12-23,22-144,TOR,L (-7),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,25.6,30,20,8,12,3,2,2,0,33:29,8,16,0.5,4,8,0.5,0,0,,5,7,10.0,WAS,A,2023-12-27,22-148,TOR,W (+30),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,24.8,31,30,5,10,1,3,2,2,38:11,10,24,0.417,7,15,0.467,3,4,0.75,3,7,-3.0,BOS,A,2023-12-29,22-150,TOR,L (-2),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,16.2,32,22,2,9,2,1,1,4,36:16,8,20,0.4,1,5,0.2,5,5,1.0,2,7,1.0,DET,A,2023-12-30,22-151,TOR,L (-2),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,16.3,33,20,5,6,1,1,0,3,35:58,7,17,0.412,1,5,0.2,5,7,0.714,1,5,-5.0,CLE,H,2024-01-01,22-153,TOR,W (+3),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,18.4,34,20,8,2,1,0,1,2,39:50,7,14,0.5,2,5,0.4,4,4,1.0,0,2,2.0,MEM,A,2024-01-03,22-155,TOR,W (+5),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,14.7,35,20,6,4,1,2,5,2,35:03,8,15,0.533,4,8,0.5,0,0,,0,4,-23.0,SAC,A,2024-01-05,22-157,TOR,L (-5),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,1.9,36,6,3,2,1,1,2,1,23:40,3,11,0.273,0,4,0.0,0,0,,1,1,3.0,GSW,A,2024-01-07,22-159,TOR,W (+15),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,18.5,37,26,6,3,0,2,2,6,40:10,11,20,0.55,3,7,0.429,1,2,0.5,1,2,0.0,LAL,A,2024-01-09,22-161,TOR,L (-1),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,11.5,38,12,6,7,0,2,2,1,34:29,5,10,0.5,1,5,0.2,1,3,0.333,0,7,-9.0,LAC,A,2024-01-10,22-162,TOR,L (-6),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,11.2,39,19,3,3,0,3,3,3,28:06,6,13,0.462,2,4,0.5,5,11,0.455,1,2,-21.0,UTA,A,2024-01-12,22-164,TOR,L (-32),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,6.9,40,10,2,13,2,0,4,2,40:40,5,12,0.417,0,2,0.0,0,0,,2,11,-1.0,BOS,H,2024-01-15,22-167,TOR,L (-9),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,17.2,41,20,8,5,2,1,5,2,33:57,9,16,0.563,1,6,0.167,1,1,1.0,2,3,5.0,MIA,H,2024-01-17,22-169,TOR,W (+24),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,27.4,42,31,6,7,3,3,6,1,37:26,11,18,0.611,2,6,0.333,7,9,0.778,1,6,-3.0,CHI,H,2024-01-18,22-170,TOR,L (-6),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,5.1,43,9,7,6,0,2,3,2,32:44,4,14,0.286,0,3,0.0,1,3,0.333,2,4,-15.0,NYK,A,2024-01-20,22-172,TOR,L (-26),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,24.2,44,22,8,12,0,6,5,2,40:42,6,14,0.429,1,3,0.333,9,9,1.0,5,7,2.0,MEM,H,2024-01-22,22-174,TOR,L (-8),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,15.8,45,23,4,5,1,0,1,1,34:45,9,21,0.429,1,5,0.2,4,5,0.8,1,4,-13.0,LAC,H,2024-01-26,22-178,TOR,L (-20),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,20.2,46,24,8,4,0,2,5,2,37:36,8,14,0.571,0,0,,8,8,1.0,1,3,-11.0,ATL,A,2024-01-28,22-180,TOR,L (-1),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,6.5,47,13,7,4,1,0,5,1,36:31,4,14,0.286,0,3,0.0,5,6,0.833,1,3,10.0,CHI,A,2024-01-30,22-182,TOR,W (+11),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,25.4,48,28,4,7,1,0,1,1,33:15,10,17,0.588,1,2,0.5,7,8,0.875,3,4,-10.0,HOU,A,2024-02-02,22-185,TOR,L (-29),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,17.4,49,19,9,7,0,1,3,3,48:09,8,15,0.533,3,5,0.6,0,1,0.0,3,4,4.0,OKC,A,2024-02-04,22-187,TOR,L (-8),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,15.3,50,17,4,5,0,2,1,1,25:13,5,12,0.417,2,5,0.4,5,6,0.833,2,3,-22.0,NOP,A,2024-02-05,22-188,TOR,L (-38),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,12.8,51,18,5,4,0,1,2,2,35:42,6,14,0.429,1,5,0.2,5,6,0.833,0,4,4.0,CHO,A,2024-02-07,22-190,TOR,W (+6),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,16.0,52,13,8,10,2,2,1,2,34:57,4,16,0.25,0,3,0.0,5,5,1.0,6,4,-2.0,HOU,H,2024-02-09,22-192,TOR,W (+3),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,27.0,53,24,10,10,1,1,1,3,35:10,9,15,0.6,1,3,0.333,5,6,0.833,2,8,1.0,CLE,H,2024-02-10,22-193,TOR,L (-24),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,3.8,54,7,9,9,1,1,5,3,30:14,3,15,0.2,1,3,0.333,0,1,0.0,5,4,-6.0,SAS,H,2024-02-12,22-195,TOR,L (-23),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,23.7,55,29,8,12,1,1,6,1,35:57,12,22,0.545,0,4,0.0,5,5,1.0,2,10,2.0,IND,H,2024-02-14,22-197,TOR,L (-2),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,17.9,56,18,3,12,3,1,4,1,30:38,7,13,0.538,1,3,0.333,3,4,0.75,4,8,17.0,BRK,H,2024-02-22,22-205,TOR,W (+28),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,20.9,57,20,10,5,1,1,3,2,36:36,8,13,0.615,0,2,0.0,4,4,1.0,1,4,6.0,ATL,A,2024-02-23,22-206,TOR,W (+2),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,24.9,58,21,12,12,0,5,3,1,37:51,8,18,0.444,0,3,0.0,5,5,1.0,3,9,-4.0,IND,A,2024-02-26,22-209,TOR,W (+8),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,15.5,59,19,7,11,3,1,4,2,38:56,9,22,0.409,0,5,0.0,1,3,0.333,5,6,-3.0,DAL,H,2024-02-28,22-211,TOR,L (-11),1,2023-24,1.0,4.0,4.0,False,False
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us,2,Florida State,https://www.basketball-reference.com/players/b/barnesc01/gamelog/2024,9.2,60,10,3,6,1,0,2,1,15:40,4,7,0.571,2,5,0.4,0,0,,0,6,6.0,GSW,H,2024-03-01,22-213,TOR,L (-15),1,2023-24,1.0,4.0,4.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,-0.4,1,0,1,0,0,0,0,1,2:07,0,1,0.0,0,0,,0,0,,0,0,1.0,MIN,H,2023-10-25,19-339,TOR,W (+3),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,-1.1,2,0,0,1,0,0,0,0,5:45,0,2,0.0,0,2,0.0,0,0,,0,1,-6.0,CHI,A,2023-10-27,19-341,TOR,L (-1),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,11.5,3,16,1,2,0,0,1,5,28:27,5,8,0.625,4,6,0.667,2,2,1.0,2,0,1.0,PHI,H,2023-10-28,19-342,TOR,L (-7),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,2.9,4,4,0,6,2,0,0,3,20:50,2,7,0.286,0,3,0.0,0,0,,1,5,-9.0,POR,H,2023-10-30,19-344,TOR,L (-8),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,-1.3,5,5,0,1,0,0,0,1,21:15,2,10,0.2,1,8,0.125,0,0,,0,1,-3.0,MIL,H,2023-11-01,19-346,TOR,W (+19),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,-2.1,6,0,1,0,0,0,1,1,13:35,0,2,0.0,0,0,,0,0,,0,0,-17.0,PHI,A,2023-11-02,19-347,TOR,L (-15),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,1.3,7,0,4,3,0,0,1,1,14:09,0,2,0.0,0,2,0.0,0,0,,1,2,0.0,SAS,A,2023-11-05,19-350,TOR,W (+7),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,-3.1,8,0,0,0,0,0,2,1,6:37,0,1,0.0,0,0,,0,0,,0,0,0.0,DAL,A,2023-11-08,19-353,TOR,W (+11),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,1.2,9,4,1,1,0,0,1,1,14:32,1,4,0.25,0,2,0.0,2,2,1.0,0,1,-4.0,BOS,A,2023-11-11,19-356,TOR,L (-23),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,7.4,10,8,2,4,0,0,2,2,24:01,3,4,0.75,2,3,0.667,0,0,,3,1,2.0,WAS,H,2023-11-13,19-358,TOR,W (+4),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,4.6,11,11,2,0,1,0,1,4,26:23,2,10,0.2,1,6,0.167,6,6,1.0,0,0,-29.0,MIL,H,2023-11-15,19-360,TOR,L (-16),1,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,-4.5,12,0,1,1,0,0,2,0,10:00,0,5,0.0,0,4,0.0,0,0,,0,1,-10.0,BOS,H,2023-11-17,19-362,TOR,L (-3),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,3.5,13,5,0,0,1,0,0,2,12:06,1,3,0.333,1,2,0.5,2,2,1.0,0,0,-3.0,DET,H,2023-11-19,19-364,TOR,W (+29),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,2.6,14,3,2,2,0,0,0,0,11:40,1,4,0.25,1,3,0.333,0,0,,0,2,-2.0,ORL,A,2023-11-21,20-001,TOR,L (-19),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,0.9,15,2,0,1,0,0,1,1,9:01,0,0,,0,0,,2,2,1.0,0,1,2.0,CHI,H,2023-11-24,20-004,TOR,W (+13),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,1.3,16,2,0,0,0,0,0,1,4:17,1,1,1.0,0,0,,0,0,,0,0,-6.0,NYK,A,2023-12-11,20-021,TOR,L (-6),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,1.3,17,3,0,0,0,0,0,0,2:43,1,3,0.333,1,3,0.333,0,0,,0,0,1.0,ATL,H,2023-12-15,20-025,TOR,L (-21),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,1.0,18,0,0,0,1,0,0,0,2:17,0,0,,0,0,,0,0,,0,0,5.0,PHI,A,2023-12-22,20-032,TOR,L (-10),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,3.7,19,3,0,0,1,0,0,0,4:53,1,1,1.0,0,0,,1,1,1.0,0,0,4.0,WAS,A,2023-12-27,20-037,TOR,W (+30),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,-0.8,20,0,2,1,0,0,0,1,12:10,0,3,0.0,0,2,0.0,0,0,,0,1,-8.0,UTA,A,2024-01-12,20-053,TOR,L (-32),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,7.4,21,6,4,0,2,0,2,2,11:33,2,2,1.0,2,2,1.0,0,0,,0,0,14.0,MIA,H,2024-01-17,20-058,TOR,W (+24),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,9.6,22,11,1,2,1,0,0,1,16:14,4,7,0.571,3,6,0.5,0,0,,0,2,-2.0,NYK,A,2024-01-20,20-061,TOR,L (-26),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,-0.4,23,0,0,3,0,0,1,0,14:35,0,1,0.0,0,1,0.0,0,0,,1,2,5.0,MEM,H,2024-01-22,20-063,TOR,L (-8),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,5.1,24,6,2,4,1,0,0,3,21:08,3,7,0.429,0,3,0.0,0,0,,1,3,-3.0,LAC,H,2024-01-26,20-067,TOR,L (-20),0,2023-24,1.0,13.0,13.0,False,False
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us,R,Kansas,https://www.basketball-reference.com/players/d/dickgr01/gamelog/2024,10.8,25,15,3,5,1,0,2,3,25:03,5,12,0.417,3,5,0.6,2,3,0.667,3,2,19.0,ATL,A,2024-01-28,20-069,TOR,L (-1),0,2023-24,1.0,13.0,13.0,False,False
