Player,Season,Team,Game Score,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Starter,Number,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Draft Round,Draft Pick in Round,Draft Overall Pick,Total Losses,Total Wins,Wfirst5,Lfirst5,Wfirst10,Lfirst10,Wfirst15,Lfirst15,Avg_Total_Passes
Andrew Bogut,2016-17,CLE,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,6,C,7-0,260,"November 28, 1984",au,11,Utah,https://www.basketball-reference.com/players/b/bogutan01/gamelog/2017,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,1,1.0
Andrew Bogut,2016-17,DAL,4.24,3.04,1.88,8.38,0.5,0.96,1.65,3.23,22.39,1.46,3.12,0.45,0.0,0.04,0.0,0.12,0.42,0.03,2.15,6.23,-1.23,80.77,6,C,7-0,260,"November 28, 1984",au,11,Utah,https://www.basketball-reference.com/players/b/bogutan01/gamelog/2017,1.0,1.0,1.0,18.0,8.0,1,4,2,8,4,11,2.43
Andrew Bynum,2013-14,CLE,6.24,8.42,1.12,5.25,0.25,1.17,1.25,1.17,20.0,3.54,8.46,0.43,0.0,0.0,0.0,1.33,1.75,0.46,1.96,3.29,-5.29,79.17,21,C,7-0,285,"October 27, 1987",us,7,None,https://www.basketball-reference.com/players/b/bynuman01/gamelog/2014,1.0,10.0,10.0,15.0,9.0,2,3,3,7,5,10,1.24
Andrew Bynum,2013-14,IND,7.7,11.5,1.0,9.5,0.0,0.5,2.0,1.5,17.81,4.5,11.0,0.54,0.0,0.0,0.0,2.5,3.5,0.71,3.0,6.5,-4.0,0.0,21,C,7-0,285,"October 27, 1987",us,7,None,https://www.basketball-reference.com/players/b/bynuman01/gamelog/2014,1.0,10.0,10.0,0.0,2.0,2,0,2,0,2,0,1.88
Andrew Harrison,2018-19,CLE,2.35,4.3,1.7,1.5,0.4,0.2,1.0,2.6,14.37,1.2,3.9,0.28,0.3,1.4,0.18,1.6,1.6,0.6,0.4,1.1,-1.2,0.0,55,PG,6-6,213,"October 28, 1994",us,2,Kentucky,https://www.basketball-reference.com/players/h/harrian01/gamelog/2019,2.0,14.0,44.0,7.0,3.0,1,4,3,7,3,7,2.02
Andrew Harrison,2018-19,MEM,0.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.52,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,55,PG,6-6,213,"October 28, 1994",us,2,Kentucky,https://www.basketball-reference.com/players/h/harrian01/gamelog/2019,2.0,14.0,44.0,0.0,1.0,1,0,1,0,1,0,2.0
Andrew Harrison,2018-19,NOP,0.63,1.5,1.17,0.83,0.0,0.0,0.33,1.17,6.25,0.5,2.0,0.21,0.33,1.67,0.19,0.17,0.33,0.08,0.33,0.5,-1.0,0.0,55,PG,6-6,213,"October 28, 1994",us,2,Kentucky,https://www.basketball-reference.com/players/h/harrian01/gamelog/2019,2.0,14.0,44.0,4.0,2.0,2,3,2,4,2,4,0.83
Andrew Nicholson,2016-17,BRK,1.5,3.0,0.3,2.7,0.5,0.0,0.6,1.8,11.06,1.3,3.4,0.36,0.2,1.1,0.08,0.2,0.2,0.1,0.4,2.3,-6.0,0.0,44,PF,6-9,250,"December 8, 1989",ca,4,St. Bonaventure,https://www.basketball-reference.com/players/n/nichoan01/gamelog/2017,1.0,19.0,19.0,8.0,2.0,0,5,2,8,2,8,0.0
Andrew Nicholson,2016-17,WAS,1.25,2.5,0.25,1.21,0.39,0.21,0.39,1.32,8.26,1.07,2.75,0.31,0.11,0.57,0.05,0.25,0.43,0.16,0.39,0.82,-2.46,0.0,44,PF,6-9,250,"December 8, 1989",ca,4,St. Bonaventure,https://www.basketball-reference.com/players/n/nichoan01/gamelog/2017,1.0,19.0,19.0,10.0,18.0,1,4,4,6,7,8,0.72
Andrew Wiggins,2019-20,GSW,14.51,19.42,3.58,4.58,1.33,1.42,2.08,2.17,33.62,7.17,15.67,0.46,1.67,4.92,0.31,3.42,5.08,0.56,1.5,3.08,-6.92,100.0,22,SF,6-7,197,"February 23, 1995",ca,5,Kansas,https://www.basketball-reference.com/players/w/wiggian01/gamelog/2020,1.0,1.0,1.0,9.0,3.0,0,5,2,8,3,9,2.58
Andrew Wiggins,2019-20,MIN,14.44,22.43,3.69,5.21,0.69,0.86,2.55,2.4,34.65,8.36,18.81,0.44,2.17,6.55,0.32,3.55,4.93,0.71,1.14,4.07,-2.81,100.0,22,SF,6-7,197,"February 23, 1995",ca,5,Kansas,https://www.basketball-reference.com/players/w/wiggian01/gamelog/2020,1.0,1.0,1.0,30.0,12.0,4,1,6,4,9,6,2.41
Anthony Brown,2016-17,NOP,2.31,3.78,0.67,2.89,0.56,0.11,0.56,1.44,15.84,1.56,4.56,0.31,0.67,2.67,0.25,0.0,0.0,0.0,0.67,2.22,-1.22,0.0,21,SF,6-7,210,"October 10, 1992",us,1,Stanford,https://www.basketball-reference.com/players/b/brownan02/gamelog/2017,2.0,4.0,34.0,6.0,3.0,3,2,3,6,3,6,1.32
Anthony Brown,2016-17,ORL,3.4,4.5,1.0,3.5,0.0,0.0,0.5,1.0,8.24,2.0,4.5,0.46,0.5,1.5,0.17,0.0,0.0,0.0,1.0,2.5,7.5,0.0,21,SF,6-7,210,"October 10, 1992",us,1,Stanford,https://www.basketball-reference.com/players/b/brownan02/gamelog/2017,2.0,4.0,34.0,2.0,0.0,0,2,0,2,0,2,1.6
Anthony Morrow,2012-13,ATL,3.29,5.21,0.38,1.08,0.5,0.04,0.17,1.38,12.54,1.96,4.62,0.42,0.62,1.58,0.39,0.67,0.75,0.3,0.42,0.67,-1.5,4.17,22,SG,6-5,210,"September 27, 1985",us,4,Georgia Tech,https://www.basketball-reference.com/players/m/morroan01/gamelog/2013,0.0,0.0,0.0,7.0,17.0,3,2,8,2,11,4,0.0
Anthony Morrow,2012-13,DAL,1.14,2.29,0.24,0.24,0.06,0.0,0.24,0.59,4.83,1.0,2.0,0.3,0.06,0.29,0.03,0.24,0.24,0.12,0.06,0.18,-1.18,0.0,22,SG,6-5,210,"September 27, 1985",us,4,Georgia Tech,https://www.basketball-reference.com/players/m/morroan01/gamelog/2013,0.0,0.0,0.0,9.0,8.0,2,3,4,6,7,8,0.0
Anthony Morrow,2016-17,CHI,3.46,4.56,0.67,0.22,0.22,0.0,0.0,0.44,9.7,1.33,3.22,0.42,0.67,1.56,0.48,1.22,1.22,0.22,0.11,0.11,7.56,0.0,11,SG,6-5,210,"September 27, 1985",us,8,Georgia Tech,https://www.basketball-reference.com/players/m/morroan01/gamelog/2017,0.0,0.0,0.0,5.0,4.0,1,4,4,5,4,5,0.38
Anthony Morrow,2016-17,OKC,3.37,5.75,0.48,0.72,0.55,0.05,0.15,1.0,15.67,2.15,5.58,0.35,0.88,2.98,0.28,0.57,0.65,0.26,0.28,0.45,-1.25,17.5,11,SG,6-5,210,"September 27, 1985",us,8,Georgia Tech,https://www.basketball-reference.com/players/m/morroan01/gamelog/2017,0.0,0.0,0.0,19.0,21.0,2,3,4,6,9,6,0.6
Anthony Tolliver,2014-15,DET,5.41,7.73,0.94,3.69,0.38,0.29,0.77,2.25,22.32,2.6,6.13,0.42,1.58,4.38,0.34,0.96,1.21,0.35,0.87,2.83,2.48,21.15,43,PF,6-8,240,"June 1, 1985",us,6,Creighton,https://www.basketball-reference.com/players/t/tollian01/gamelog/2015,0.0,0.0,0.0,27.0,25.0,5,0,8,2,10,5,1.66
Anthony Tolliver,2014-15,PHO,1.92,3.33,0.42,1.83,0.17,0.04,0.46,0.83,11.35,1.08,3.08,0.28,1.0,2.58,0.32,0.17,0.25,0.08,0.25,1.58,-1.0,0.0,43,PF,6-8,240,"June 1, 1985",us,6,Creighton,https://www.basketball-reference.com/players/t/tollian01/gamelog/2015,0.0,0.0,0.0,13.0,11.0,3,2,6,4,9,6,0.0
Anthony Tolliver,2019-20,MEM,3.66,4.77,0.77,2.54,0.54,0.08,0.69,1.08,18.17,1.46,3.69,0.37,1.31,3.15,0.37,0.54,0.62,0.27,0.38,2.15,3.92,30.77,43,PF,6-8,240,"June 1, 1985",us,11,Creighton,https://www.basketball-reference.com/players/t/tollian01/gamelog/2020,0.0,0.0,0.0,8.0,5.0,3,2,4,6,5,8,1.28
Anthony Tolliver,2019-20,POR,2.96,3.91,0.88,3.33,0.24,0.27,0.64,1.64,16.79,1.3,3.55,0.28,0.91,2.7,0.27,0.39,0.58,0.2,0.82,2.52,-4.64,27.27,43,PF,6-8,240,"June 1, 1985",us,11,Creighton,https://www.basketball-reference.com/players/t/tollian01/gamelog/2020,0.0,0.0,0.0,19.0,14.0,3,2,4,6,5,10,1.2
Anthony Tolliver,2019-20,SAC,0.27,1.0,0.33,1.22,0.44,0.11,0.44,0.67,9.06,0.33,1.89,0.12,0.22,1.67,0.08,0.11,0.22,0.06,0.22,1.0,-0.22,0.0,43,PF,6-8,240,"June 1, 1985",us,11,Creighton,https://www.basketball-reference.com/players/t/tollian01/gamelog/2020,0.0,0.0,0.0,4.0,5.0,3,2,5,4,5,4,0.82
Antonius Cleveland,2017-18,ATL,0.8,3.25,0.0,1.0,0.25,0.25,1.25,3.0,10.38,1.0,1.75,0.62,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.75,-4.0,0.0,0,SG,6-5,195,"February 2, 1994",us,R,SE Missouri State,https://www.basketball-reference.com/players/c/clevean01/gamelog/2018,0.0,0.0,0.0,2.0,2.0,2,2,2,2,2,2,0.53
Antonius Cleveland,2017-18,DAL,0.66,0.77,0.15,0.77,0.46,0.31,0.15,0.85,6.23,0.31,1.08,0.16,0.0,0.08,0.0,0.15,0.31,0.08,0.15,0.62,-2.23,0.0,0,SG,6-5,195,"February 2, 1994",us,R,SE Missouri State,https://www.basketball-reference.com/players/c/clevean01/gamelog/2018,0.0,0.0,0.0,8.0,5.0,3,2,5,5,5,8,0.47
Archie Goodwin,2016-17,BRK,6.63,7.92,1.92,2.33,0.33,0.33,1.17,0.58,15.37,2.83,5.08,0.57,0.33,1.08,0.29,1.92,2.67,0.43,0.58,1.75,-2.83,0.0,10,SG,6-5,200,"August 17, 1994",us,3,Kentucky,https://www.basketball-reference.com/players/g/goodwar01/gamelog/2017,1.0,29.0,29.0,5.0,7.0,3,2,7,3,7,5,0.0
Archie Goodwin,2016-17,NOP,4.43,5.0,0.33,0.0,0.0,0.33,0.0,0.33,9.91,0.67,1.67,0.42,0.33,0.67,0.33,3.33,3.33,0.67,0.0,0.0,-0.67,0.0,10,SG,6-5,200,"August 17, 1994",us,3,Kentucky,https://www.basketball-reference.com/players/g/goodwar01/gamelog/2017,1.0,29.0,29.0,2.0,1.0,1,2,1,2,1,2,1.14
Arinze Onuaku,2013-14,CLE,-0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.36,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,PF,6-9,255,"July 13, 1987",us,R,Syracuse,https://www.basketball-reference.com/players/o/onuakar01/gamelog/2014,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1.5
Arinze Onuaku,2013-14,NOP,1.0,1.0,1.0,2.33,0.0,0.0,0.33,1.0,8.48,0.33,1.33,0.11,0.0,0.0,0.0,0.33,0.67,0.17,0.67,1.67,-2.0,0.0,50,PF,6-9,255,"July 13, 1987",us,R,Syracuse,https://www.basketball-reference.com/players/o/onuakar01/gamelog/2014,0.0,0.0,0.0,2.0,1.0,1,2,1,2,1,2,1.61
Armoni Brooks,2021-22,HOU,3.78,6.2,1.2,1.98,0.51,0.2,0.56,1.46,16.83,2.12,6.12,0.29,1.56,5.2,0.26,0.39,0.46,0.21,0.29,1.68,-1.68,19.51,1,PG,6-3,195,"June 5, 1998",us,1,Houston,https://www.basketball-reference.com/players/b/brookar01/gamelog/2022,0.0,0.0,0.0,30.0,11.0,1,4,1,9,3,12,1.1
Armoni Brooks,2021-22,TOR,2.32,2.62,1.0,1.69,0.54,0.23,0.31,1.08,11.83,0.85,2.92,0.17,0.77,2.77,0.17,0.15,0.15,0.08,0.62,1.08,-0.85,23.08,1,PG,6-3,195,"June 5, 1998",us,1,Houston,https://www.basketball-reference.com/players/b/brookar01/gamelog/2022,0.0,0.0,0.0,4.0,9.0,4,1,8,2,9,4,1.09
Arron Afflalo,2014-15,DEN,8.61,14.55,1.91,3.4,0.6,0.09,1.57,2.04,33.01,5.3,12.4,0.42,1.55,4.58,0.32,2.4,2.85,0.64,0.4,3.0,-1.58,100.0,10,SG,6-5,210,"October 15, 1985",us,7,UCLA,https://www.basketball-reference.com/players/a/afflaar01/gamelog/2015,1.0,27.0,27.0,33.0,20.0,1,4,3,7,7,8,1.56
Arron Afflalo,2014-15,POR,5.43,10.56,1.12,2.68,0.36,0.08,1.32,2.36,30.07,3.76,9.08,0.42,1.44,3.6,0.38,1.6,1.88,0.51,0.24,2.44,2.52,76.0,10,SG,6-5,210,"October 15, 1985",us,7,UCLA,https://www.basketball-reference.com/players/a/afflaar01/gamelog/2015,1.0,27.0,27.0,10.0,15.0,4,1,8,2,8,7,1.71
Austin Daye,2012-13,DET,3.67,5.08,0.88,2.62,0.21,0.33,0.54,1.79,14.49,1.79,4.04,0.44,0.88,1.67,0.45,0.62,0.75,0.22,0.42,2.21,3.33,0.0,5,SF,6-11,220,"June 5, 1988",us,3,Gonzaga,https://www.basketball-reference.com/players/d/dayeau01/gamelog/2013,1.0,15.0,15.0,12.0,12.0,2,3,4,6,8,7,0.0
Austin Daye,2012-13,MEM,2.79,4.03,0.68,1.94,0.29,0.45,0.52,1.26,10.58,1.52,3.58,0.32,0.65,1.87,0.24,0.35,0.52,0.18,0.19,1.74,-1.74,0.0,5,SF,6-11,220,"June 5, 1988",us,3,Gonzaga,https://www.basketball-reference.com/players/d/dayeau01/gamelog/2013,1.0,15.0,15.0,9.0,22.0,3,2,8,2,12,3,0.0
Austin Daye,2013-14,SAS,2.45,4.14,0.43,1.43,0.29,0.29,0.36,1.0,8.23,1.5,3.93,0.25,0.86,2.07,0.2,0.29,0.5,0.05,0.21,1.21,1.36,7.14,5,SF,6-11,220,"June 5, 1988",us,4,Gonzaga,https://www.basketball-reference.com/players/d/dayeau01/gamelog/2014,1.0,15.0,15.0,3.0,11.0,5,0,9,1,11,3,0.87
Austin Daye,2013-14,TOR,0.3,1.0,0.25,0.88,0.0,0.0,0.0,0.5,4.12,0.38,1.62,0.18,0.0,1.0,0.0,0.25,0.38,0.08,0.25,0.62,-2.12,0.0,5,SF,6-11,220,"June 5, 1988",us,4,Gonzaga,https://www.basketball-reference.com/players/d/dayeau01/gamelog/2014,1.0,15.0,15.0,3.0,5.0,2,3,5,3,5,3,0.55
Austin Daye,2014-15,ATL,2.45,3.25,1.0,1.75,0.5,0.25,0.62,1.12,9.46,1.25,3.25,0.43,0.62,1.75,0.44,0.12,0.25,0.06,0.5,1.25,-0.12,0.0,3,SF,6-11,220,"June 5, 1988",us,5,Gonzaga,https://www.basketball-reference.com/players/d/dayeau01/gamelog/2015,1.0,15.0,15.0,6.0,2.0,1,4,2,6,2,6,1.04
Austin Daye,2014-15,SAS,1.75,3.96,0.35,2.35,0.31,0.12,0.69,1.15,10.32,1.54,4.42,0.27,0.73,2.19,0.21,0.15,0.15,0.08,0.23,2.12,-1.62,15.38,3,SF,6-11,220,"June 5, 1988",us,5,Gonzaga,https://www.basketball-reference.com/players/d/dayeau01/gamelog/2015,1.0,15.0,15.0,11.0,15.0,2,3,7,3,12,3,1.03
Austin Rivers,2014-15,LAC,4.47,7.1,1.66,2.05,0.73,0.17,0.85,1.98,19.3,2.85,6.68,0.38,0.61,1.98,0.23,0.78,1.34,0.3,0.37,1.68,-1.88,4.88,25,SG,6-4,200,"August 1, 1992",us,2,Duke,https://www.basketball-reference.com/players/r/riverau01/gamelog/2015,1.0,10.0,10.0,13.0,28.0,4,1,7,3,9,6,1.45
Austin Rivers,2014-15,NOP,4.68,6.83,2.49,1.94,0.51,0.2,0.86,1.86,22.05,2.46,6.34,0.37,0.4,1.43,0.24,1.51,2.03,0.42,0.34,1.6,-1.29,8.57,25,SG,6-4,200,"August 1, 1992",us,2,Duke,https://www.basketball-reference.com/players/r/riverau01/gamelog/2015,1.0,10.0,10.0,17.0,18.0,3,2,6,4,7,8,1.86
Austin Rivers,2018-19,HOU,5.49,8.68,2.32,1.94,0.62,0.28,0.68,2.87,28.61,3.32,8.04,0.4,1.51,4.7,0.29,0.53,1.04,0.22,0.32,1.62,2.77,27.66,1,SG,6-4,200,"August 1, 1992",us,6,Duke,https://www.basketball-reference.com/players/r/riverau01/gamelog/2019,1.0,10.0,10.0,13.0,34.0,5,0,7,3,10,5,1.29
Austin Rivers,2018-19,WAS,4.22,7.24,2.0,2.45,0.62,0.34,1.24,2.48,23.55,2.62,6.69,0.36,1.14,3.66,0.25,0.86,1.59,0.34,0.34,2.1,-0.9,6.9,1,SG,6-4,200,"August 1, 1992",us,6,Duke,https://www.basketball-reference.com/players/r/riverau01/gamelog/2019,1.0,10.0,10.0,18.0,11.0,1,4,2,8,5,10,1.6
Austin Rivers,2020-21,DEN,6.8,8.73,2.6,2.33,1.2,0.13,0.93,2.13,26.86,3.07,7.33,0.4,1.8,4.8,0.33,0.8,1.13,0.32,0.2,2.13,3.6,33.33,8,SG,6-4,200,"August 1, 1992",us,8,Duke,https://www.basketball-reference.com/players/r/riverau01/gamelog/2021,1.0,10.0,10.0,5.0,10.0,4,1,7,3,10,5,2.19
Austin Rivers,2020-21,NYK,4.94,7.33,2.0,2.24,0.57,0.0,1.05,1.52,21.05,2.76,6.43,0.31,1.33,3.67,0.26,0.48,0.67,0.21,0.24,2.0,-2.1,9.52,8,SG,6-4,200,"August 1, 1992",us,8,Duke,https://www.basketball-reference.com/players/r/riverau01/gamelog/2021,1.0,10.0,10.0,11.0,10.0,3,2,4,6,6,9,1.72
Avery Bradley,2017-18,DET,7.68,15.02,2.08,2.35,1.15,0.18,2.33,2.0,31.7,5.82,14.25,0.4,1.85,4.85,0.34,1.52,2.0,0.47,0.48,1.88,-3.05,100.0,22,SG,6-3,180,"November 26, 1990",us,7,Texas,https://www.basketball-reference.com/players/b/bradlav01/gamelog/2018,1.0,19.0,19.0,23.0,17.0,3,2,7,3,10,5,1.69
Avery Bradley,2017-18,LAC,5.88,9.17,1.83,3.67,0.83,0.17,1.33,2.0,27.49,4.33,9.17,0.47,0.17,1.5,0.08,0.33,0.33,0.17,0.5,3.17,0.5,100.0,22,SG,6-3,180,"November 26, 1990",us,7,Texas,https://www.basketball-reference.com/players/b/bradlav01/gamelog/2018,1.0,19.0,19.0,1.0,5.0,4,1,5,1,5,1,1.65
Avery Bradley,2018-19,LAC,4.34,8.16,1.96,2.67,0.55,0.33,1.24,2.71,29.86,3.29,8.57,0.37,1.18,3.51,0.31,0.41,0.51,0.21,0.71,1.96,-1.31,100.0,0,SG,6-3,180,"November 26, 1990",us,8,Texas,https://www.basketball-reference.com/players/b/bradlav01/gamelog/2019,1.0,19.0,19.0,24.0,25.0,3,2,6,4,10,5,1.37
Avery Bradley,2018-19,MEM,11.1,16.07,4.0,3.14,1.0,0.0,2.0,2.43,31.59,6.21,13.43,0.42,2.0,5.21,0.4,1.64,1.79,0.65,0.57,2.57,-1.21,100.0,0,SG,6-3,180,"November 26, 1990",us,8,Texas,https://www.basketball-reference.com/players/b/bradlav01/gamelog/2019,1.0,19.0,19.0,8.0,6.0,1,4,4,6,6,8,2.89
Avery Bradley,2020-21,HOU,2.86,5.18,1.88,2.29,0.82,0.12,1.12,1.71,23.01,1.94,6.18,0.31,1.0,3.71,0.27,0.29,0.35,0.15,0.35,1.94,-6.94,29.41,11,SG,6-3,180,"November 26, 1990",us,10,Texas,https://www.basketball-reference.com/players/b/bradlav01/gamelog/2021,1.0,19.0,19.0,15.0,2.0,0,5,1,9,2,13,1.66
Avery Bradley,2020-21,MIA,5.47,8.5,1.4,1.8,0.7,0.1,0.9,2.6,21.07,3.1,6.6,0.44,1.6,3.8,0.46,0.7,0.9,0.24,0.2,1.6,-1.4,10.0,11,SG,6-3,180,"November 26, 1990",us,10,Texas,https://www.basketball-reference.com/players/b/bradlav01/gamelog/2021,1.0,19.0,19.0,6.0,4.0,3,2,4,6,4,6,1.38
Axel Toupane,2016-17,MIL,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.04,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,6,SF,6-7,197,"July 23, 1992",fr,1,None,https://www.basketball-reference.com/players/t/toupaax01/gamelog/2017,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1.5
Axel Toupane,2016-17,NOP,3.7,5.5,0.0,0.5,0.5,0.5,0.0,2.5,20.7,2.5,4.0,0.62,0.5,1.5,0.17,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,6,SF,6-7,197,"July 23, 1992",fr,1,None,https://www.basketball-reference.com/players/t/toupaax01/gamelog/2017,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,2.5
B.J. Johnson,2018-19,ATL,2.5,3.5,0.0,1.33,0.33,0.0,0.33,0.5,7.21,1.33,2.67,0.4,0.5,1.0,0.17,0.33,0.33,0.17,0.33,1.0,-2.33,0.0,5,SF,6-7,200,"December 21, 1995",us,R,"Syracuse, La Salle",https://www.basketball-reference.com/players/j/johnsbj01/gamelog/2019,0.0,0.0,0.0,4.0,2.0,2,3,2,4,2,4,0.0
B.J. Johnson,2018-19,SAC,0.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.05,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,5,SF,6-7,200,"December 21, 1995",us,R,"Syracuse, La Salle",https://www.basketball-reference.com/players/j/johnsbj01/gamelog/2019,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0.0
Ben McLemore,2020-21,HOU,3.97,7.44,0.88,2.06,0.62,0.09,0.88,1.59,16.79,2.5,7.0,0.31,1.72,5.19,0.3,0.72,1.0,0.28,0.34,1.72,-2.88,12.5,7,SG,6-3,195,"February 11, 1993",us,7,Kansas,https://www.basketball-reference.com/players/m/mclembe01/gamelog/2021,1.0,7.0,7.0,22.0,10.0,2,3,5,5,8,7,0.7
Ben McLemore,2020-21,LAL,4.15,8.0,0.52,1.62,0.14,0.29,0.67,1.76,17.5,2.62,6.71,0.33,2.0,5.43,0.3,0.76,1.0,0.22,0.19,1.43,-0.38,4.76,7,SG,6-3,195,"February 11, 1993",us,7,Kansas,https://www.basketball-reference.com/players/m/mclembe01/gamelog/2021,1.0,7.0,7.0,11.0,10.0,2,3,4,6,5,10,0.95
Ben Uzoh,2011-12,CLE,2.65,2.0,1.0,2.0,0.5,0.0,0.0,0.5,6.31,1.0,2.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18,PG,6-3,205,"March 19, 1988",us,1,Tulsa,https://www.basketball-reference.com/players/u/uzohbe01/gamelog/2012,0.0,0.0,0.0,2.0,0.0,0,2,0,2,0,2,0.0
Ben Uzoh,2011-12,TOR,4.71,4.81,3.69,3.94,1.0,0.19,1.19,1.88,22.31,2.06,5.88,0.38,0.0,0.06,0.0,0.69,1.19,0.3,1.06,2.88,0.56,50.0,18,PG,6-3,205,"March 19, 1988",us,1,Tulsa,https://www.basketball-reference.com/players/u/uzohbe01/gamelog/2012,0.0,0.0,0.0,9.0,7.0,4,1,5,5,6,9,0.0
Beno Udrih,2012-13,MIL,5.48,6.74,3.54,2.0,0.41,0.05,1.36,1.0,18.43,2.9,6.1,0.43,0.33,1.26,0.15,0.62,0.85,0.3,0.44,1.56,-0.44,0.0,19,SG,6-3,205,"July 5, 1982",si,8,None,https://www.basketball-reference.com/players/u/udrihbe01/gamelog/2013,1.0,28.0,28.0,20.0,19.0,4,1,6,4,9,6,0.0
Beno Udrih,2012-13,ORL,8.67,10.19,6.07,2.33,0.93,0.04,2.04,1.89,27.32,3.59,8.81,0.41,0.78,1.96,0.3,2.22,2.59,0.61,0.63,1.7,-4.96,33.33,19,SG,6-3,205,"July 5, 1982",si,8,None,https://www.basketball-reference.com/players/u/udrihbe01/gamelog/2013,1.0,28.0,28.0,22.0,5.0,1,4,3,7,3,12,0.0
Beno Udrih,2013-14,MEM,1.79,2.7,0.6,0.2,0.1,0.1,0.5,0.4,5.52,1.0,1.8,0.37,0.2,0.2,0.1,0.5,0.6,0.25,0.0,0.2,-0.6,0.0,18,SG,6-3,205,"July 5, 1982",si,9,None,https://www.basketball-reference.com/players/u/udrihbe01/gamelog/2014,1.0,28.0,28.0,4.0,6.0,3,2,6,4,6,4,0.7
Beno Udrih,2013-14,NYK,4.79,5.58,3.55,1.84,0.71,0.1,1.35,1.48,18.96,2.19,5.16,0.34,0.55,1.29,0.24,0.65,0.77,0.17,0.32,1.52,-3.23,38.71,18,SG,6-3,205,"July 5, 1982",si,9,None,https://www.basketball-reference.com/players/u/udrihbe01/gamelog/2014,1.0,28.0,28.0,19.0,12.0,2,3,2,8,5,10,2.54
Beno Udrih,2015-16,MEM,4.1,5.88,3.25,1.12,0.38,0.12,1.38,1.38,15.04,2.5,5.75,0.46,0.5,1.38,0.27,0.38,0.38,0.25,0.25,0.88,-2.25,0.0,19,PG,6-3,205,"July 5, 1982",si,11,None,https://www.basketball-reference.com/players/u/udrihbe01/gamelog/2016,1.0,28.0,28.0,5.0,3.0,3,2,3,5,3,5,2.72
Beno Udrih,2015-16,MIA,3.18,4.39,2.5,1.75,0.31,0.0,1.17,1.11,16.31,1.83,4.22,0.42,0.31,0.92,0.21,0.42,0.47,0.19,0.17,1.58,-0.06,13.89,19,PG,6-3,205,"July 5, 1982",si,11,None,https://www.basketball-reference.com/players/u/udrihbe01/gamelog/2016,1.0,28.0,28.0,13.0,23.0,4,1,7,3,10,5,2.2
Bismack Biyombo,2023-24,MEM,5.62,5.2,1.7,6.37,0.33,1.13,1.27,2.73,23.94,2.23,3.97,0.52,0.0,0.0,0.0,0.73,1.53,0.16,1.9,4.47,-2.07,90.0,15,C,6-8,255,"August 28, 1992",cd,12,None,https://www.basketball-reference.com/players/b/biyombi01/gamelog/2024,1.0,7.0,7.0,16.0,14.0,2,3,3,7,6,9,1.98
Bismack Biyombo,2023-24,OKC,1.59,1.8,0.2,1.8,0.1,0.3,0.4,0.7,7.34,0.7,1.2,0.28,0.0,0.0,0.0,0.4,0.8,0.15,0.5,1.3,-0.3,0.0,15,C,6-8,255,"August 28, 1992",cd,12,None,https://www.basketball-reference.com/players/b/biyombi01/gamelog/2024,1.0,7.0,7.0,4.0,6.0,3,2,6,4,6,4,0.6
Blake Griffin,2017-18,DET,14.49,19.84,6.2,6.64,0.44,0.36,2.64,2.44,33.24,7.24,16.72,0.44,1.88,5.4,0.32,3.48,4.44,0.68,1.08,5.56,1.44,100.0,23,PF,6-9,250,"March 16, 1989",us,7,Oklahoma,https://www.basketball-reference.com/players/g/griffbl01/gamelog/2018,1.0,1.0,1.0,14.0,11.0,4,1,5,5,6,9,5.02
